热销排名,商品信息,所属店铺,支付子订单数,支付件数,支付转化率指数,店铺链接,日期：20170726,日期：20170727,日期：20170728,日期：20170729,日期：20170730,日期：20170731,日期：20170801,日期：20170802,日期：20170803,日期：20170804,日期：20170805,日期：20170806,日期：20170807,日期：20170808
1,天天特价春夏季休闲哈伦裤bf宽松高腰九分破洞牛仔裤女显瘦乞丐裤价格：699,韩轩儿服饰0,1800,1801,19,//shop107259984.taobao.com,,,,,,,,,,,,,,1800
2,高腰牛仔裤女九分裤秋装2017春夏季新款韩版显瘦小脚长裤铅笔裤子价格：128,爱斯麦乐驹专卖店,933,942,16,//aisimylj.tmall.com,570,566,566,721,776,722,787,749,655,693,742,718,795,933
3,高腰牛仔裤女九分裤春夏季2017新款韩版破洞铅笔裤黑色小脚长裤子价格：99,本真之美旗舰店,754,756,15,//benzhenzhimei.tmall.com,554,563,563,475,375,374,382,323,349,280,383,599,613,754
4,8.8日直播 经典返场 丝袜牛仔裤 【会员日专享】限1天价格：109,猴哥定制 MONKEY STUDIO,750,756,39,//leoshizizuo.taobao.com,,,,,,,,,,,,,,750
5,森马牛仔裤女 长裤夏装修身小脚显瘦百搭水洗直筒裤子学生韩版潮价格：179,森马官方旗舰店,750,777,26,//semir.tmall.com,32,,,149,83,51,22,28,22,24,,,,750
6,高腰牛仔裤女修身显瘦新款九分裤百搭个性2017春装韩版小脚裤子潮价格：169,ledao服饰旗舰店,574,574,22,//ledaofs.tmall.com,114,,,,,,335,232,130,,,,,574
7,2017百搭新款破洞牛仔短裤女夏季弹力热裤学生显瘦韩版毛边短裤潮价格：78,《韩美》,520,528,21,//shop112753329.taobao.com,785,626,626,616,700,648,609,571,524,475,529,577,465,520
8,新款高腰黑色显瘦卷边牛仔裤女韩版春夏季百搭女士九分铅笔小脚裤价格：198,绒懿旗舰店,509,513,17,//rongyinvzhuang.tmall.com,465,441,441,543,545,569,573,507,503,586,500,525,600,509
9,陈艾佳 C&#39;est Parti 2017秋新款韩版高腰显瘦黑色铅笔牛仔裤女价格：179,C est Parti陈艾佳的时髦实验室,491,494,32,//cestparti.taobao.com,,,,,,,,,,,,,,491
10,韩版高腰牛仔裤女小脚长裤春夏季2017新款紧身显瘦学生薄款九分裤价格：169,依情蜜语,470,477,16,//pwp1.taobao.com,219,288,288,357,388,329,432,394,427,416,392,412,477,470
11,夏季薄款浅蓝色高腰破洞牛仔裤女九分裤紧身小脚裤弹力毛边铅笔裤价格：128,以耶旗舰店,452,453,12,//yiye.tmall.com,113,123,123,193,208,226,241,255,261,268,332,420,476,452
12,2条装】破洞牛仔裤女夏2017新款韩版显瘦高腰小脚铅笔黑色九分裤价格：299,香舒婷旗舰店,383,470,17,//xiangshuting.tmall.com,137,158,158,138,93,53,22,,,212,288,401,458,383
13,破洞九分牛仔裤女春夏季2017新款潮韩版百搭学生显瘦高腰黑色裤子价格：1,980,爱衣频道旗舰店,379,382,18,//aiyipindao.tmall.com,259,257,257,309,359,351,453,450,419,403,405,412,371,379
14,春夏款韩版九分破洞高腰牛仔裤女学生弹力小脚紧身显瘦铅笔长裤子价格：68,GMCJ 国民潮姐,363,368,18,//shop107728152.taobao.com,267,312,312,336,371,329,387,379,354,352,309,329,337,363
15,牛仔短裤女夏季学生白色破洞毛边韩版宽松超短裤大码高腰阔腿热裤价格：100,罗塔依曼旗舰店,352,364,21,//luotayiman.tmall.com,421,352,352,371,406,375,418,464,430,407,379,472,420,352
16,MOSS定制2017秋季新款韩版破洞浅色铅笔裤九分牛仔裤女AD73249价格：139,榴莲家 MOSS STUDIO,341,341,25,//liulianjia.taobao.com,,,,,,,,,,,,,,341
17,显瘦牛仔裤女九分裤2017春夏季新款修身裤子女弹力小脚裤长裤秋季价格：289,和雨熙服饰旗舰店,337,337,8,//heyuxi.tmall.com,,,,,40,49,68,56,107,141,193,366,275,337
18,烟灰色高腰九分牛仔裤女2017秋夏季新款简约修身显瘦小脚铅笔长裤价格：74,第四十九天 49t,336,337,16,//shop136501012.taobao.com,301,273,273,285,295,291,304,311,257,241,272,337,335,336
19,VeroModa复古高腰极简修身版型小脚牛仔裤女|316349506价格：379,veromoda官方旗舰店,334,334,17,//veromoda.tmall.com,39,43,43,,,,263,116,129,41,,,,334
20,ONLY2017夏新棉弹面料修身小脚九分牛仔裤女|117249523价格：399,ONLY官方旗舰店,331,331,17,//only.tmall.com,26,,,281,152,167,63,51,52,60,,,,331
21,预售太平鸟女装2017秋装新款纯色高腰牛仔裤女休闲时尚长裤铅笔裤价格：429,太平鸟官方旗舰店,320,323,26,//pb89.tmall.com,,38,38,,,,,,21,,,,,320
22,韩版春夏季黑色牛仔裤女九分裤小脚弹力显瘦修身学生高腰牛仔长裤价格：259,尚琛旗舰店,320,331,13,//shangchenfs.tmall.com,291,252,252,179,211,189,192,188,171,171,158,242,297,320
23,黑色膝盖破洞牛仔裤女乞丐九分裤夏高腰显瘦弹力紧身小脚裤薄款潮价格：89,依沐蓝旗舰店,300,301,14,//yimulan.tmall.com,55,69,69,83,108,90,145,142,196,198,210,250,326,300
24,2017新款春夏韩版长裤弹力修身大码显瘦高腰小脚铅笔牛仔九分裤女价格：299,格秋旗舰店,285,289,19,//geqiu.tmall.com,184,169,169,215,272,273,259,241,264,268,227,260,254,285
25,牛仔裤女九分裤铅笔韩版秋季小脚高腰显瘦紧身春夏季2017新款长裤价格：148,zsrs旗舰店,278,278,14,//zsrsjj.tmall.com,177,179,179,232,242,213,280,264,266,268,218,246,263,278
26,中学生牛仔裤女装九分高腰显瘦小脚长裤紧身初中生裤子韩版春夏季价格：238,牛尔服饰旗舰店,277,277,14,//niuerfs.tmall.com,175,135,135,284,260,276,191,135,148,139,181,247,250,277
27,九分裤子女2017新款裤脚不规则毛边牛仔裤高腰紧身弹力小脚铅笔裤价格：69.9,你的足迹旗舰店,276,276,11,//nidezuji.tmall.com,175,175,175,199,178,234,244,289,250,258,248,273,288,276
28,秋装韩版牛仔裤女九分裤2017春夏季新款薄款紧身小脚裤学生长裤子价格：109,雅来特旗舰店,265,269,15,//yalaite.tmall.com,242,256,256,175,161,152,144,171,159,177,146,184,252,265
29,秋装高腰牛仔裤女九分裤春夏季2017新款韩版显瘦小脚裤铅笔长裤子价格：108,薇伦旗舰店,262,262,16,//weilun.tmall.com,54,68,68,100,119,128,148,161,181,182,204,230,236,262
30,VeroModa修身包臀版型九分裤微弹牛仔裤女|316449501价格：279,veromoda官方旗舰店,262,262,13,//veromoda.tmall.com,42,52,52,,,,532,260,359,84,71,59,49,262
31,秋装破洞牛仔裤女九分裤春夏季2017新款韩版显瘦高腰学生小脚裤子价格：138,蕾媛旗舰店,252,254,14,//leiyuannz.tmall.com,150,109,109,216,171,210,236,246,263,207,197,221,256,252
32,2017新款韩版牛仔裤女长裤小脚裤春季破洞弹力裤子女铅笔裤黑色潮价格：198,鹿女郎旗舰店,249,251,18,//lunvlang.tmall.com,160,155,155,219,195,206,182,193,207,223,179,214,227,249
33,MALI/2017初秋新款 黑灰高弹力不规则毛边8分牛仔裤（特）价格：199.99,MALI STUDIOS,248,248,15,//mtastudios.taobao.com,,3053,3053,184,188,320,322,201,224,172,254,256,235,248
34,黑色牛仔裤女2017秋装新款韩版高腰长裤显瘦学生小脚铅笔女裤子夏价格：85,淑美林服饰旗舰店,239,241,16,//shumeilin.tmall.com,83,131,131,57,51,133,157,194,191,198,165,160,231,239
35,逸阳女裤2017新款秋季八分牛仔裤女毛边铅笔小脚裤九分裤薄款2015价格：159,逸阳旗舰店,239,240,21,//esey.tmall.com,37,,,200,133,55,36,36,,46,30,,,239
36,复古韩国chic风裤脚无缝剪裁九分小脚裤高腰修身显瘦铅笔牛仔裤女价格：41,港妹潮人馆,231,236,17,//bazhaoyi.taobao.com,109,114,114,110,111,106,131,135,131,143,136,187,187,231
37,黑色破洞牛仔短裤女夏2017新款高腰百搭显瘦韩版学生时尚修身弹力价格：169,潮元素韩版女装,231,232,17,//cyshbnz.taobao.com,787,676,676,400,634,573,679,617,540,457,416,370,314,231
38,九分牛仔裤子女春夏季2017新款黑色破洞显瘦高腰学生韩版百搭小脚价格：1,980,fxdis旗舰店,227,227,19,//fxdis.tmall.com,184,209,209,168,158,140,145,128,115,186,231,200,200,227
39,左唐高腰牛仔裤女夏季小脚九分裤大码浅色紧身显高流苏毛边9分裤价格：199,左唐直销店,222,224,10,//zuo-tang.taobao.com,44,43,43,55,41,50,49,52,62,69,90,143,153,222
40,牛仔裤女春夏季九分裤2017新款韩版裤子显瘦秋装小脚裤长裤铅笔裤价格：109,亦唯旗舰店,222,239,14,//yiweinz.tmall.com,83,109,109,148,143,147,189,199,203,212,216,212,223,222
41,女士高腰牛仔裤女春夏季超薄款九分裤2017新款韩版小脚铅笔裤长裤价格：298,都尚恋旗舰店,221,222,17,//dushanglian.tmall.com,236,242,242,300,290,258,251,252,266,213,238,214,232,221
42,秋季韩版高腰紧身烟灰色牛仔裤女学生小脚九分裤显瘦黑色铅笔长裤价格：128,GAG牛仔馆,210,210,14,//gagniuzai.taobao.com,92,131,131,225,260,237,265,241,278,218,226,219,199,210
43,春夏季新款显瘦高腰牛仔裤女九分裤小脚长裤铅笔裤韩版潮2017秋装价格：198,末桑旗舰店,201,201,17,//mosang.tmall.com,73,86,86,95,103,127,141,154,125,131,113,137,159,201
44,太平鸟女装2017秋装新款绑带修身高腰牛仔裤女时尚百搭长裤铅笔裤价格：429,太平鸟官方旗舰店,198,198,21,//pb89.tmall.com,,,,,,,,,,,,,,198
45,牛仔裤女春夏季2017新款九分裤薄款显瘦毛边紧身高腰9分铅笔裤潮价格：118,红笛格旗舰店,197,198,12,//hongdige.tmall.com,97,96,96,71,120,82,114,118,114,133,147,157,176,197
46,天天特价新款韩版中腰学生刺绣弹力小脚裤显瘦破洞九分牛仔裤女薄价格：159,蝴蝶女王,195,195,14,//i7jeans.taobao.com,82,101,101,151,187,234,110,117,124,100,121,113,144,195
47,逆光女装韩版高腰牛仔裤女夏2017新款修身显瘦学生小脚裤九分裤子价格：199,逆光女装,194,194,23,//neato.taobao.com,,,,,,,,,,,,,,194
48,破洞牛仔裤女九分小脚裤2017春夏季新款韩版高腰修身显瘦长裤子潮价格：138,旗维斯旗舰店,191,192,17,//qwsfs.tmall.com,311,288,288,187,137,102,107,126,99,126,110,180,142,191
49,黑色牛仔裤女春夏季2017新款韩版高腰长裤显瘦裤子秋装小脚铅笔裤价格：109,卡仑奴旗舰店,190,222,14,//kalunnu.tmall.com,94,102,102,144,148,160,185,189,204,211,195,200,207,190
50,2017夏季薄款高腰牛仔裤女学生百搭长裤新款修身弹力小脚铅笔裤女价格：94,U闺蜜小栈,190,194,19,//shop180522044.taobao.com,277,254,254,231,206,200,190,158,154,168,205,166,184,190
51,谢梦 侧边红色织带运动风水洗牛仔九分裤圆环装饰学生显瘦休闲裤价格：149,Dreamy 谢梦,189,190,27,//dreamy-xm.taobao.com,,,,,,,,,,,,,,189
52,森马牛仔裤女2017秋季新款修身小脚裤韩版显瘦长裤学生bf风裤子潮价格：119,森马官方旗舰店,188,188,18,//semir.tmall.com,,,,72,62,23,,19,,,,,,188
53,破洞牛仔裤女春夏季新款韩版显瘦九分裤小脚长裤2017铅笔裤女裤子价格：89,萌路旗舰店,185,185,14,//menglufs.tmall.com,97,120,120,149,149,111,135,142,147,135,140,145,182,185
54,秋夏季薄款高腰牛仔裤女学生百搭长裤修身弹力小脚铅笔裤九分裤女价格：94,雅菲妮旗航店,183,186,20,//shop72770957.taobao.com,105,123,123,203,213,182,204,209,238,215,222,200,177,183
55,显瘦小脚长裤子铅笔裤破洞牛仔裤女九分裤夏季韩版潮2017秋装新款价格：108,teyi特一旗舰店,182,183,15,//teyi.tmall.com,96,95,95,149,125,132,148,154,138,155,124,137,137,182
56,ONLY2017夏新含棉含莱卡低腰修身牛仔裤女|117132524价格：399,ONLY官方旗舰店,181,182,22,//only.tmall.com,14,,,85,49,54,13,21,44,36,,,,181
57,逸阳女裤2017夏季新款牛仔裤女九分裤高腰铅笔裤八分小脚裤薄1795价格：149,逸阳旗舰店,177,178,23,//esey.tmall.com,50,29,29,34,39,25,,29,,,,,,177
58,2017春秋季新款学生牛仔裤女长裤韩版小脚显瘦弹力修身铅笔裤夏价格：128,荷q旗舰店,176,176,14,//hetinz.tmall.com,60,85,85,100,130,110,160,159,127,147,121,159,130,176
59,预售太平鸟女装2017秋装新款破洞基础牛仔裤女 修身小脚裤铅笔裤价格：469,太平鸟官方旗舰店,176,176,20,//pb89.tmall.com,,25,25,,,,,,,,,,,176
60,九分牛仔裤女春夏季2017新款韩版高腰显瘦弹力学生毛边小脚铅笔裤价格：158,卡思媚官方店,174,174,14,//karthmei.taobao.com,26,26,26,40,53,48,60,102,105,88,81,106,161,174
61,韩版高腰牛仔短裤女夏2017新款百搭显瘦弹力大码学生热裤子胖mm潮价格：128,薇伦旗舰店,171,172,23,//weilun.tmall.com,222,163,163,166,189,133,115,149,148,140,131,172,189,171
62,高腰牛仔裤女九分裤秋装2017春夏季新款韩版显瘦小脚长裤铅笔裤子价格：99,qstary旗舰店,171,172,33,//qstary.tmall.com,,,,,,,,,,,,,,171
63,修身小脚牛仔裤女七分裤 夏季薄款韩版显瘦大码中裤女7九分裤子潮价格：98,迈可思旗舰店,170,170,27,//maikesi.tmall.com,353,281,281,226,258,191,225,222,192,171,175,162,143,170
64,松紧腰宽松加肥加大码胖mm200斤哈伦牛仔七分裤女夏季薄中裤马裤价格：129,牛 家 河 儿,169,169,20,//niujunhong.taobao.com,267,250,250,360,308,278,244,294,267,205,231,212,193,169
65,韩版黑色破洞牛仔裤女春夏季九分学生高腰弹力修身小脚显瘦铅笔款价格：198,依站到底旗舰店,169,175,22,//yizhandaodi.tmall.com,125,105,105,114,121,128,139,143,137,129,103,145,131,169
66,2017韩版春秋季九分牛仔裤女高腰铅笔裤弹力显瘦修身学生小脚长裤价格：99,双益牛仔,168,169,17,//shop105580877.taobao.com,108,73,73,112,132,125,117,134,130,135,119,137,133,168
67,秋装高腰牛仔裤女春夏季2017新款九分裤紧身小脚裤韩版显瘦铅笔裤价格：182,瓦q旗舰店,165,165,13,//wati.tmall.com,128,142,142,160,146,148,158,160,147,157,146,150,143,165
68,高腰牛仔裤女九分裤长裤秋装春夏季2017新款韩版百搭显瘦紧身小脚价格：118,心计划旗舰店,163,167,12,//xinjihua.tmall.com,46,36,36,50,56,55,67,86,76,108,90,136,105,163
69,修身显瘦牛仔裤女士长裤小脚裤2017秋季新款铅笔裤韩版秋装裤子女价格：128,前途旗舰店,162,162,11,//qiantu.tmall.com,69,102,102,176,203,192,195,209,203,139,162,171,157,162
70,ONLY2017夏装新品修身高腰打底小脚牛仔裤女|117132512价格：399,ONLY官方旗舰店,161,162,21,//only.tmall.com,,,,67,46,38,,19,,25,,,,161
71,高腰牛仔裤女九分新款韩版弹力显瘦修身毛边小脚长裤铅笔百搭潮流价格：198,唯昊旗舰店,161,161,18,//weihaonz.tmall.com,,,,,,,36,33,48,52,53,70,139,161
72,七分牛仔裤女夏修身显瘦薄款中裤高腰弹力百搭马裤女2017新款夏季价格：199,淘邦天下,159,159,22,//tb-tx.taobao.com,171,167,167,110,137,90,101,208,127,109,130,188,181,159
73,韩国个性撕边不规则破洞紧身牛仔裤水洗磨白小脚裤弹力紧身裤女价格：88,馨帮帮sinbounboun,156,156,16,//sinbounboun.taobao.com,,,,,,,,,,,,,,156
74,2017春韩版欧洲站浅色膝盖破洞牛仔裤女弹力显瘦九分小脚铅笔裤子价格：148,梦衣堂服饰,156,157,15,//jynz5.taobao.com,125,117,117,112,105,142,152,135,113,111,117,122,140,156
75,雪欧尼定制修身显瘦灰色铅笔裤女夏气质牛仔裤潮百搭九分裤小脚裤价格：129,oness雪欧尼定制,156,156,15,//shop373361488.taobao.com,,,,,,,,,,,,,,156
76,夏季新款高腰牛仔短裤女士松紧腰宽松四分裤a裤排扣大码收腹胖mm价格：199,狐卡尼网上商城,156,159,26,//shop108092084.taobao.com,247,242,242,193,223,188,221,177,167,193,198,184,170,156
77,太平鸟女装2017夏装新款破洞毛边牛仔裤女百搭修身长裤女铅笔裤女价格：429,太平鸟官方旗舰店,153,159,21,//pb89.tmall.com,,47,47,,,,,,76,40,,,,153
78,高腰牛仔裤女烟灰色高弹力显瘦长裤胖mm大码夏季九分小脚铅笔裤子价格：258,裔唐牛仔服饰,152,154,14,//shop543304648.taobao.com,86,82,82,129,139,141,152,149,150,106,117,139,138,152
79,韩版黑色牛仔裤女小脚裤高腰长裤紧身显瘦裤子超弹力修身铅笔裤价格：198,鹿女郎旗舰店,151,152,13,//lunvlang.tmall.com,73,86,86,97,105,101,107,114,117,144,110,142,142,151
80,森马破洞牛仔裤女 2017夏季新款 韩版学生磨毛修身小脚长裤裤子潮价格：199,森马官方旗舰店,150,152,27,//semir.tmall.com,21,,,96,111,31,24,27,23,26,,,,150
81,韩版秋季薄款破洞牛仔裤女九分学生高腰弹力修身小脚毛边铅笔长裤价格：128,第六屏旗舰店,149,150,19,//diliuping.tmall.com,120,74,74,104,123,81,80,99,105,98,106,116,140,149
82,牛仔短裤女春夏季高腰修身显瘦卷边竹节棉高弹力韩版新款百搭热裤价格：88,揭阳泽宏贸易有限公司,148,148,22,//shop187860957.taobao.com,1098,,,301,506,446,448,278,790,265,208,300,324,148
83,黑色牛仔裤女长裤高腰韩版学生弹力显瘦烟灰色小脚铅笔裤子 九分价格：258,尚琛旗舰店,147,147,16,//shangchenfs.tmall.com,108,122,122,64,54,70,39,61,54,59,65,81,109,147
84,牛仔裤女裤学生韩版高腰九分百搭薄款破洞松紧腰浅色夏季显瘦小脚价格：98,艾梦蝶旗舰店,147,149,17,//aimengdie.tmall.com,118,104,104,126,107,118,142,119,122,133,128,106,111,147
85,秋季韩版高腰弹力灰色牛仔裤女九分裤显瘦紧身黑色小脚铅笔裤长裤价格：128,十人久慕,147,147,17,//kwjgl.taobao.com,38,54,54,69,98,100,131,141,160,170,136,153,154,147
86,chic夏季薄款高腰牛仔裤女九分裤韩版学生紧身弹力毛边小脚铅笔裤价格：108,君芯潮流服饰店,144,145,12,//shop141450546.taobao.com,253,217,217,193,203,184,199,162,146,136,122,126,124,144
87,弹力紧身破洞七分牛仔裤女夏铅笔七分裤薄款修身小脚中裤百搭夏季价格：249,澜克利莎工厂店,143,144,27,//willtoo.taobao.com,178,172,172,147,160,165,134,173,159,142,117,141,136,143
88,2017秋季新款韩版水洗抓痕高腰织带翻边弹力紧身小脚九分牛仔裤女价格：68.5,百分着衣,141,141,8,//shop69667879.taobao.com,,,,,39,38,48,47,68,87,99,131,130,141
89,妖精的口袋B独立牛仔秋装2017新款破洞不对称牛仔裤女九分裤子价格：249,妖精的口袋旗舰店,141,141,17,//yaojingdekoudai.tmall.com,74,32,32,,27,26,28,,,,,,,141
90,高腰牛仔裤女夏2017新款韩版百搭显瘦修身小脚铅笔黑色九分裤子女价格：119,韩姿蕾旗舰店,140,140,17,//hanzilei.tmall.com,128,120,120,189,232,248,331,323,241,183,209,178,164,140
91,2017新款春夏季韩版高腰九分牛仔裤女破洞学生黑色小脚裤子显瘦潮价格：138,婕恋旗舰店,140,141,15,//jielian.tmall.com,311,883,883,144,160,154,177,146,140,152,142,181,139,140
92,太平鸟女装2017秋装新款修身显瘦毛边高腰牛仔裤女时尚百搭长裤女价格：429,太平鸟官方旗舰店,139,140,24,//pb89.tmall.com,,41,41,,,,,,,,,,,139
93,高腰牛仔裤女长裤韩版2017新款春夏季显瘦学生九分裤黑色弹力小脚价格：109,莫谷旗舰店,139,139,20,//mogufs.tmall.com,50,28,28,,,,,,,,,89,176,139
94,2017夏季薄款天丝牛仔长裤女韩范显瘦柔软舒适松紧腰学生哈伦裤女价格：119,淘季旗舰店,139,140,10,//taojifs.tmall.com,322,267,267,278,223,242,207,199,261,214,182,193,142,139
95,2017春夏季新款高腰牛仔裤女九分裤小脚长裤韩版显瘦黑色铅笔裤子价格：98,薇伦旗舰店,138,138,18,//weilun.tmall.com,160,150,150,172,174,173,183,136,164,138,149,161,151,138
96,聚ONLY早秋修身小脚紧身牛仔长裤女|116432507价格：399,ONLY官方旗舰店,137,137,23,//only.tmall.com,9,,,73,39,40,7,5,6,7,,,,137
97,高腰夏韩版外穿膝盖破洞小脚裤薄款黑打底九分毛边牛仔裤女乞丐潮价格：299,尚尚牛仔小屋,136,136,16,//shop128624263.taobao.com,154,167,167,121,162,131,165,153,162,171,155,126,145,136
98,春装高腰牛仔裤女九分裤春夏季2017新款韩版小脚显瘦铅笔长裤子女价格：168,蓉媛旗舰店,133,134,18,//rongyuan.tmall.com,97,121,121,112,143,154,132,139,113,98,106,135,119,133
99,破洞牛仔裤女黑色九分裤韩版高腰弹力显瘦学生铅笔裤灰色小脚乞丐价格：198,慢爱者旗舰店,133,133,15,//manaizhe.tmall.com,,,,48,43,55,71,94,89,98,106,132,123,133
100,夏薄款高腰牛仔裤女九分裤韩版胖mm加大码显瘦小脚女士铅笔裤子潮价格：218,劲湃牛仔,132,134,18,//shop112040151.taobao.com,66,56,56,99,103,113,125,118,112,139,112,104,146,132
101,ONLY2017夏季新品三粒扣高腰九分牛仔裤女|117249537价格：599,ONLY官方旗舰店,131,131,14,//only.tmall.com,,,,164,87,82,39,34,41,42,,,,131
102,森马浅色牛仔裤女 2017夏装新款 修身弹力小脚裤直筒水洗长裤韩版价格：159,森马官方旗舰店,128,132,13,//semir.tmall.com,88,,,387,317,142,73,92,74,69,33,27,35,128
103,【商场同款】太平鸟女装2017夏装新款基本牛仔小脚裤A4HA72969价格：299,太平鸟官方旗舰店,127,127,20,//pb89.tmall.com,,73,73,,,,,,186,107,,,,127
104,牛仔短裤女夏2017新款百搭夏薄款韩版 破洞毛边短裤女高弹力修身价格：109,婉讯旗舰店,126,126,21,//waanxxu.tmall.com,117,102,102,56,35,43,40,41,37,38,35,135,163,126
105,2017秋季高腰牛仔裤女大码长裤小脚裤松紧腰弹力修身显瘦胖mm价格：296,纯纯牛仔屋,126,128,24,//shop113661458.taobao.com,66,57,57,91,87,94,102,131,123,110,94,87,102,126
106,古西亚秋季2017新款破洞牛仔裤女长裤韩版高腰黑色牛仔裤女小脚裤价格：188,古西亚旗舰店,125,125,15,//guxiya.tmall.com,70,68,68,69,73,97,122,102,108,96,82,110,86,125
107,杨幂明星同款王子文破洞牛仔裤女夏九分裤ulzzang裤子女小脚裤秋价格：168,南都之美,123,123,10,//nandouzhimei.taobao.com,46,41,41,56,78,61,69,77,97,69,69,99,123,123
108,女牛仔裤九分裤春夏季2017新款韩版百搭修身小脚裤黑色显瘦长裤女价格：64,三藏牛仔,123,123,19,//shop115085299.taobao.com,125,130,130,129,134,133,134,146,164,127,116,128,123,123
109,【8.8新品  9折+包邮】丢丢韩版腰部洞眼小脚牛仔裤价格：129,DIUDIU ROOM 丢丢定制,123,123,25,//honey-diudiu.taobao.com,,,,,,,,,,,,,,123
110,D家修身显瘦牛仔裤小脚裤纯色九分裤子女减龄铅笔裤2017秋装新款价格：299,d服饰旗舰店,123,123,56,//dfushi.tmall.com,,,,,,,,,,,,,,123
111,夏季女装韩国复古烟灰色牛仔裤破洞弹力毛边小脚裤高腰显瘦九分裤价格：35.98,试衣间SYJ,120,120,13,//syj168.taobao.com,87,93,93,85,110,118,112,109,141,85,84,79,101,120
112,黑色牛仔裤女春夏2017新款韩版薄款九分裤修身显瘦百搭小脚铅笔裤价格：79,初牛旗舰店,120,121,20,//chuniu.tmall.com,,,,,,,,,40,57,46,78,97,120
113,黑色牛仔裤女夏九分裤韩版高腰破洞显瘦黑学生修身薄小脚铅笔弹力价格：188,ab服饰旗舰店,117,117,19,//abfs.tmall.com,,,,,,,,34,50,72,89,112,147,117
114,高腰牛仔裤女九分裤2017春夏季韩版显瘦打底小脚铅笔长裤子牛仔裤价格：366,尚谷之鹿旗舰店,117,117,18,//shangguzhilu.tmall.com,44,,,,,18,88,73,79,22,,,,117
115,太平鸟女装2017秋装新款修身锥形高腰牛仔裤女时尚百搭长裤铅笔裤价格：399,太平鸟官方旗舰店,117,117,31,//pb89.tmall.com,,,,,,,,,,,,,,117
116,高腰显瘦秋季牛仔裤女士长裤小脚裤2017秋装新款韩版修身裤子女夏价格：208,前途旗舰店,114,114,21,//qiantu.tmall.com,37,37,37,58,72,52,84,88,89,73,93,103,98,114
