热销排名,商品信息,所属店铺,支付子订单数,支付件数,支付转化率指数,店铺链接,日期：20170726,日期：20170727,日期：20170728,日期：20170729,日期：20170730,日期：20170731,日期：20170801,日期：20170802,日期：20170803,日期：20170804,日期：20170805,日期：20170806,日期：20170807,日期：20170808
369,2条装】牛仔裤女夏2017新款韩版九分裤学生高腰黑色铅笔小脚长裤价格：119,香舒婷旗舰店,45,45,61,//xiangshuting.tmall.com,,,,,,,,,,,,,,45
370,2017夏装高腰牛仔裤女春夏季韩版长裤显瘦破洞九分裤小脚铅笔裤子价格：99,懵懂依恋旗舰店,45,45,28,//mengdongyilian.tmall.com,,,,,,,,,176,53,26,,,45
371,天天特价高腰牛仔裤女九分裤破洞 小脚裤春夏新款弹力紧身铅笔裤价格：159,秦淮霓裳裤子店,45,45,17,//kuzhuangdian.taobao.com,,,,,,,,,,,,,,45
372,韩版高腰牛仔短裤女裤夏季百搭薄款显瘦弹力胖mm潮大码学生热裤子价格：139,维娓形象店,45,45,44,//shop136919174.taobao.com,71,65,65,57,55,54,57,62,33,42,32,33,42,45
373,夏季薄款复古高腰膝盖破洞牛仔裤女九分裤紧身显瘦弹力小脚铅笔裤价格：158,久觅官方店,45,45,23,//shop143068640.taobao.com,48,42,42,59,52,42,52,40,57,41,37,47,40,45
374,高腰牛仔裤女春松紧腰秋弹力显瘦修身韩版胖mm大码小脚铅笔裤长裤价格：218,艳红女装,45,46,26,//shop101060148.taobao.com,25,25,25,28,28,21,32,34,37,35,32,35,31,45
375,2017秋季新款牛仔裤女士显瘦小脚裤韩版修身弹力铅笔裤女长裤子潮价格：316,乐型旗舰店,45,45,24,//lexing.tmall.com,,,,,,18,,,,23,,28,44,45
376,2017新款夏装韩版高腰黑色牛仔裤女九分裤小脚裤学生显瘦铅笔裤子价格：96,巩迪旗舰店,45,45,72,//gongdi.tmall.com,,,,,,,,,,,,30,41,45
377,2017夏季新款牛仔裤女春秋紧身显瘦薄款九分裤黑色高腰休闲小脚裤价格：206,阿芮轩旗舰店,45,45,20,//aruixuan.tmall.com,47,51,51,55,47,64,44,45,47,55,30,36,57,45
378,希野 女装2017新款秋装黑色高腰修身显瘦小脚裤休闲绑带牛仔裤价格：199,希野xiye,45,45,28,//xiye-xiye.taobao.com,,,,,,,,,,,,,,45
379,秋冬新款韩版剪破紧身弹力高腰牛仔裤女显瘦修身小脚铅笔裤长裤潮价格：40,港妹潮人馆,45,45,21,//bazhaoyi.taobao.com,26,,,,,26,42,30,,44,46,33,45,45
380,2017韩版春秋款高腰牛仔裤女小脚破洞铅笔裤黑色弹力学生九分长裤价格：198,鹿女郎旗舰店,45,47,26,//lunvlang.tmall.com,16,21,21,,33,22,28,26,,29,45,32,36,45
381,景亦 夏装新款韩版修身破洞牛仔裤女高腰显瘦学生小脚裤百搭长裤价格：119,JY STUDIO 张景亦高定工作室,44,44,34,//zjyistudio.taobao.com,,,,,,,,,,,,,,44
382,2017春夏季新款九分裤子百搭黑色破洞牛仔裤女修身弹力小脚铅笔裤价格：168,大眼睛 STUDIO 轻奢主义,44,44,28,//bigeyes8.taobao.com,,,,,,,,,48,34,,,,44
383,【天天特价】大码a字牛仔短裤女夏百搭毛边宽松破洞胖mm阔腿热裤价格：119,[雅蔓阁],44,44,25,//shop104404392.taobao.com,,,,,,,,,,,,,57,44
384,逸阳女裤2017新款夏季薄款白色九分裤女破洞牛仔裤女八分小脚裤子价格：169,esey逸阳名郎专卖店,43,43,20,//eseyml.tmall.com,45,38,38,36,42,49,29,29,44,34,45,33,43,43
385,夏季牛仔裤女中裤韩版小脚高腰紧身显瘦百搭薄款短裤七分八分裤女价格：228,东哞旗舰店,43,44,26,//dongmou.tmall.com,70,47,47,35,36,228,55,32,33,48,53,48,45,43
386,2017秋季新款简约高腰黑色牛仔裤女九分紧身弹力显瘦韩版百搭长裤价格：128,nana家原创牛仔,43,43,23,//shop128490336.taobao.com,,26,26,25,29,,,33,,,,,,43
387,大瓶定制乞丐裤九分裤夏烂小脚裤潮浅色修身弹力紧身破洞牛仔裤女价格：149,UNIHOME 大瓶定制,43,44,11,//unihome.taobao.com,50,53,53,42,43,45,59,65,43,52,42,60,38,43
388,白色破洞牛仔七分裤女夏薄款百搭显瘦休闲7分中裤 子马裤2017新款价格：159,紫琪品牌女装,43,43,31,//shop155340669.taobao.com,47,30,30,56,34,34,30,43,31,40,43,40,25,43
389,ONLY2017夏新特殊裤脚金属九分牛仔裤女|11726I515价格：449,ONLY官方旗舰店,43,43,26,//only.tmall.com,13,,,48,18,22,13,6,6,8,,,,43
390,高腰牛仔裤女春夏季2017新款韩版学生修身显瘦弹力黑色小脚裤子价格：108,angellee旗舰店,43,44,31,//angellee.tmall.com,48,42,42,23,17,15,21,18,19,36,41,41,45,43
391,聚ONLY2017夏装新品修身高腰紧身牛仔裤女|117132505价格：549,ONLY官方旗舰店,43,43,26,//only.tmall.com,,,,,,,,,,,,,,43
392,黑色牛仔裤女长裤2017春夏季新款潮小脚乞丐显瘦紧身烂破洞铅笔裤价格：199,舒美舒漫,43,43,24,//smsyniuzaiku.taobao.com,26,40,40,25,30,24,34,45,27,41,37,41,37,43
393,2017秋季新款春夏破洞牛仔裤女长裤小脚裤韩版女士修身显瘦铅笔裤价格：328,晚烟旗舰店,43,43,16,//wanyanfs.tmall.com,41,34,34,37,35,36,55,52,49,32,39,36,36,43
394,2017新款韩版破洞学生牛仔裤短裤女夏弹力中腰百搭显瘦热裤子薄潮价格：79,惠茜牛仔,42,42,27,//huixi66.taobao.com,79,66,66,67,62,82,49,68,39,55,44,36,31,42
395,2017秋季新款韩版紧身黑色牛仔裤女小脚弹力显瘦铅笔裤修身长裤潮价格：239,梅玲龙旗舰店,42,42,24,//meilinglong.tmall.com,,,,,,,,,,24,,25,38,42
396,天天特价春夏季新款刺绣牛仔裤女九分裤韩版小脚裤个性显瘦裤子潮价格：128,丽丽家牛仔,42,42,20,//shop122471076.taobao.com,,,,,,,,,,,,,63,42
397,破洞牛仔裤女裤子九分春夏季2017新款韩版学生显瘦小脚黑色打底裤价格：199,比丽福旗舰店,42,42,19,//bilifu.tmall.com,,,,,,,,,,,,,36,42
398,牛仔裤女秋季2017新款松紧腰高腰九分裤显瘦大码女裤子胖mm夏长裤价格：159,蜜糖之城服饰旗舰店,42,42,19,//mitangzhicheng.tmall.com,24,39,39,35,38,31,26,,36,22,20,24,25,42
399,Vero Moda2017秋季新品基础款设计九分小脚牛仔裤|317349502价格：379,veromoda官方旗舰店,42,42,21,//veromoda.tmall.com,,6,6,,,,31,12,14,3,,,,42
400,白色牛仔裤女春2017新款长裤韩版显瘦小脚裤夏季铅笔裤九分裤薄价格：169,芳芳之佳旗舰店,42,43,29,//fangfangzhijia.tmall.com,27,27,27,34,23,,25,26,25,37,30,33,25,42
401,CBC2017春夏超高弹力牛仔短裤女浅蓝色卷边韩版修身显瘦高腰热裤价格：248,cobcbc服饰旗舰店,42,42,27,//cobcbc.tmall.com,70,44,44,51,34,53,39,62,39,52,44,56,46,42
402,妖精的口袋W阅读时长秋装2017新款破洞微喇叭牛仔裤女九分裤子价格：249,妖精的口袋旗舰店,42,42,22,//yaojingdekoudai.tmall.com,,,,,,,,,,,,,,42
403,夏秋薄款高腰牛仔裤女九分裤chic韩版紧身毛边学生百搭小脚铅笔裤价格：108,T淘气牛仔,42,42,24,//shop150025165.taobao.com,,,,,,,,,,,,,34,42
404,2017春夏新款大码女士高腰牛仔裤女九分裤胖mm弹力显瘦小脚铅笔裤价格：138,开口笑fushi,41,42,21,//shop108178186.taobao.com,33,33,33,,44,44,48,52,43,30,40,44,45,41
405,弹力新款春夏女士韩版中腰秋牛仔长裤薄款学生女显瘦小脚铅笔裤女价格：96,依美啦牛仔裤专家,41,42,30,//yimeila.taobao.com,36,44,44,33,26,24,48,29,39,36,42,35,46,41
406,破洞牛仔裤女春夏季2017新款薄款韩版不规则九分裤修身显瘦小脚裤价格：168,伊华蔻旗舰店,41,41,20,//evacoco.tmall.com,,36,36,26,30,33,35,37,45,27,29,40,32,41
407,Dnvie黑色高腰小脚牛仔裤女2017新款春秋显瘦韩版潮百搭紧身长裤价格：299,dnvie旗舰店,41,41,48,//dnvie.tmall.com,,,,,,,,,,,,,53,41
408,牛仔裤女九分裤2017春夏新款破洞卷边韩版高腰紧身显瘦小脚铅笔裤价格：253,索依巴旗舰店,41,42,29,//suoyiba.tmall.com,,,,,,41,29,26,48,54,34,41,33,41
409,俞兆林七分牛仔裤女 夏季2017新款高腰弹力百搭薄款小脚7分裤女潮价格：118,曼岛服饰专营店,41,41,30,//mandaofs.tmall.com,,1588,1588,987,235,34,41,42,40,44,19,47,40,41
410,2017夏秋新款破洞高腰牛仔裤女直筒修身显瘦小脚裤九分裤薄款宽松价格：196,迪尼姆旗舰店,41,41,34,//dinimu.tmall.com,,,,,,,,,168,56,,,,41
411,显瘦牛仔裤女长裤小脚裤2017春夏季新款秋装韩版潮高腰薄款女裤子价格：129,雅来特旗舰店,41,41,26,//yalaite.tmall.com,40,46,46,51,44,41,29,36,39,32,24,45,,41
412,佐丹奴牛仔裤 女装精工猫须洗水弹力棉修身显瘦窄脚裤女05416027价格：260,佐丹奴官方旗舰店,41,42,33,//giordano.tmall.com,,36,36,,,,,,,,,,,41
413,M初棉2017夏装新款前短后长九分牛仔裤女 弹力修身牛仔九分裤女价格：169,初棉旗舰店,41,41,21,//chumian.tmall.com,46,,,,99,63,37,,,47,,,63,41
414,15夏秋14少女裤13初中学生16岁女孩松紧腰长裤铅笔小脚牛仔裤加长价格：118,秦淮霓裳裤子店,40,40,32,//kuzhuangdian.taobao.com,,,,,,18,,29,23,23,,,25,40
415,牛仔裤女夏季薄款九分裤2017新款高腰修身显瘦韩版学生小脚长裤子价格：169.8,依情蜜语,40,40,30,//pwp1.taobao.com,,,,30,64,56,70,46,45,38,43,53,47,40
416,黑色膝盖破洞牛仔裤女九分裤新款韩版高腰显瘦弹力毛边小脚铅笔裤价格：168,潮依裤CYK,40,40,21,//yueranniuzai.taobao.com,,,,41,26,,28,,42,29,,39,34,40
417,2017春秋新款黑色牛仔裤女弹力小脚修身显瘦紧身韩版学生铅笔九分价格：148,伍尔柒服饰旗舰店,40,41,19,//wuerqi.tmall.com,17,25,25,30,25,30,27,34,33,40,46,39,49,40
418,伊芙丽2017新款韩版春夏季百搭显瘦铅笔裤破洞牛仔裤女九分裤价格：598,伊芙丽官方旗舰,40,40,25,//eifini.tmall.com,21,6,6,,17,9,8,5,,4,6,,,40
419,春季新款松紧腰胖MM大码弹力紧身收腹小脚学生高腰牛仔裤女长裤价格：150,纯纯牛仔屋,40,47,28,//shop113661458.taobao.com,,28,28,34,40,37,34,42,43,50,43,36,50,40
420,高腰黑色膝盖破洞牛仔裤女九分小脚铅笔长裤弹力修身显瘦BF乞丐裤价格：399,嘉汇旗舰店,40,40,15,//jiahuifs.tmall.com,,,,,26,33,28,,40,27,27,33,,40
421,3711 秋季新款韩版高弹力牛仔裤女黑色修身高腰打底裤小脚裤潮价格：22.99,第六神话华玉美衣女装成衣性价比之王外贸批发零售,40,44,25,//thesixthmyths.taobao.com,,,,,,,,,,,,,,40
422,高腰牛仔裤女小脚裤弹力显瘦学生长裤修身春秋新款排扣紧身大码潮价格：249,澜克利莎折扣店,40,41,22,//nz2010.taobao.com,24,,,34,40,45,33,47,36,26,29,36,35,40
423,Five Plus2017新品女夏装棉质洗水破洞小脚牛仔裤长裤2JM2061290价格：599,fiveplus官方旗舰店,40,40,23,//fiveplus.tmall.com,,,,,21,,,,,,,,,40
424,【天天特价】韩高腰膝盖破洞牛仔裤女生九分裤弹力紧身小脚铅笔裤价格：286,优衣裤祺舰店,40,42,24,//shop144299115.taobao.com,,,,,,,,,,,,,,40
425,【今天特价】韩秋冬紧身弹力显瘦高腰铅笔九分裤黑色小脚牛仔裤女价格：298,h荷,39,39,29,//weibo99.taobao.com,38,,,,,26,,,,,,,31,39
426,牛仔裤女九分裤高腰修身显瘦百搭长裤小脚裤侧边开叉铅笔裤休闲裤价格：39,小宅女大购物 xiaozhainv 小宅女家 xiao zhai nv,39,39,34,//zhainvjia.taobao.com,,,,,,,28,,29,27,,29,,39
427,3725 秋季新款韩版破洞毛边猫爪牛仔裤女黑色高弹力修身小脚裤潮价格：22.99,第六神话华玉美衣女装成衣性价比之王外贸批发零售,39,43,26,//thesixthmyths.taobao.com,,,,,,,,,,,,,,39
428,2017春装韩版女装高腰破洞牛仔裤女修身显瘦小脚铅笔裤乞丐九分裤价格：47,梦露日记时尚女装,39,39,16,//mengluriji.taobao.com,,28,28,,32,38,40,35,46,33,40,49,43,39
429,A＋B黑色牛仔裤女夏韩版高腰2017新款薄款九分裤小脚弹力铅笔显瘦价格：188,ab服饰旗舰店,39,39,22,//abfs.tmall.com,,,,,,43,58,42,65,84,85,52,51,39
430,夏薄款破洞牛仔裤女九分裤韩版高腰不规则毛边弹力显瘦小脚铅笔裤价格：159,时尚起义牛仔,39,41,12,//shop140964908.taobao.com,60,56,56,59,69,49,44,81,61,51,57,39,48,39
431,韩版高腰牛仔裤女夏小脚裤加长裤黑色大码胖mm显瘦弹力铅笔裤九分价格：128,蝴蝶女神Lucky goddess,39,39,33,//shop101570543.taobao.com,44,42,42,52,62,64,59,50,51,44,51,51,37,39
432,高腰牛仔短裤女宽松显瘦韩版学生百搭2017春夏季新款破洞阔腿热裤价格：126,雅来特旗舰店,39,39,28,//yalaite.tmall.com,77,81,81,41,42,41,,27,,30,28,33,32,39
433,ONLY2017夏装新品修身高腰含棉牛仔裤女|117132507价格：499,ONLY官方旗舰店,39,39,30,//only.tmall.com,,,,39,,26,,,,,,,,39
434,宽松破洞牛仔裤女九分裤显瘦烂乞丐裤韩版潮2017春夏季新款女裤子价格：198,雅来特旗舰店,39,39,20,//yalaite.tmall.com,,,,26,,33,,,31,36,40,37,37,39
435,2017新款牛仔裤女九分裤春夏季显瘦弹力高腰百搭小脚铅笔裤韩版潮价格：128,颜茹旗舰店,39,39,19,//yanru.tmall.com,74,60,60,55,44,39,45,44,37,53,55,55,50,39
436,牛仔裤女长裤显瘦小脚裤2017秋季新款韩版修身铅笔裤刺绣裤子女裤价格：139,娇宣尼旗舰店,38,38,28,//jiaoxuanni.tmall.com,,,,,,,,,,24,39,46,36,38
437,【地球店】给你大长腿！重工水洗手工装饰钉黑色毛边牛仔小短裤价格：368,AVIVA 地球店,38,38,16,//aviva-j.taobao.com,,228,228,39,38,36,51,34,55,45,41,42,44,38
438,kumayes 夏秋新款撕边缺口抓纹修身小脚裤韩版高腰显瘦牛仔九分裤价格：69,kumayes,38,38,13,//kumayes.taobao.com,,,,,,,,,,,,,,38
439,2017春夏季韩版破洞牛仔裤女黑色修身高腰长裤小脚铅笔显瘦九分裤价格：99,初牛旗舰店,38,38,34,//chuniu.tmall.com,,,,,,,,27,,,,,,38
440,2017春夏季新款黑色牛仔裤女韩版九分裤学生铅笔裤高腰小脚长裤子价格：99,本真之美旗舰店,38,38,26,//benzhenzhimei.tmall.com,,,,,,,,,,,,30,,38
441,破洞牛仔裤女2017春夏季新款宽松bf哈伦裤子薄显瘦钉珠大码九分裤价格：298,怡斐尚旗舰店,38,38,19,//yifeishangnz.tmall.com,45,46,46,35,36,22,29,33,30,101,139,117,49,38
442,烂白色牛仔裤女长裤春夏季2017新款韩版秋显瘦小脚铅笔裤女破洞潮价格：259,舒美舒漫,38,39,23,//smsyniuzaiku.taobao.com,24,20,20,31,34,41,36,43,42,29,38,31,37,38
443,2016韩版女装新款破洞牛仔裤女修身显瘦高腰紧身小脚铅笔裤子长裤价格：36.8,月牙城,37,38,23,//yueyacheng.taobao.com,32,20,20,21,30,22,42,25,29,28,36,36,37,37
444,牛仔裤女长裤薄款秋装2017新款显瘦小脚松紧腰春夏季九分裤女裤子价格：129,左街右巷女裤  微时尚,37,37,27,//haochongchangzai.taobao.com,111,79,79,112,80,85,85,55,50,44,49,35,48,37
445,2017新款韩版大码修身高腰弹力显瘦小脚长裤紧身铅笔牛仔裤包邮价格：199,格秋旗舰店,37,37,20,//geqiu.tmall.com,,,,22,26,,30,49,43,36,47,34,39,37
446,破洞烂牛仔裤女夏高腰九分裤学生2017新款韩版潮紧身膝盖破洞长裤价格：129,皇朝御纺旗舰店,37,37,74,//huangchaoyufang.tmall.com,,,,,,,,,,,,,29,37
447,春夏季新款bf前后破洞牛仔裤女哈伦裤宽松显瘦九分毛边乞丐垮裤潮价格：180,云上生活 明星小艺人,37,38,21,//shop114462765.taobao.com,50,39,39,25,33,27,34,28,53,29,31,37,51,37
448,聚ONLY2017夏新含天丝磨白小脚修身牛仔裤女|117249540价格：449,ONLY官方旗舰店,37,37,29,//only.tmall.com,6,,,26,16,13,8,,4,8,,,,37
449,韩国女装代购 2017秋装新款 磨白抓痕毛边显瘦直筒九分牛仔裤价格：186,cathy studio韩国女装,37,37,7,//hoho--cathy.taobao.com,5,4,4,10,7,12,9,15,21,17,9,20,21,37
450,灰色高腰短裤夏女2017新款韩版牛仔修身显瘦大码胖mm百搭裤子潮价格：99,冰仙子 衣橱,37,37,22,//bxianzi.taobao.com,56,49,49,50,44,46,34,47,43,32,35,50,50,37
451,韩版黑色高腰破洞牛仔裤女九分小脚裤大码弹力显瘦学生加长铅笔裤价格：128,蝴蝶女神Lucky goddess,37,37,42,//shop101570543.taobao.com,33,28,28,41,41,39,30,58,34,,24,35,32,37
452,【88聚249元】ochirly欧时力磨破中腰棉质牛仔长裤1JJ1061400价格：499,ochirly官方旗舰店,37,37,30,//ochirly.tmall.com,,,,,,,,,,,,,,37
453,天天特价萝卜牛仔裤女秋季宽松高腰九分裤学生装休闲长裤小脚裤女价格：109,蒙特尔服装店,37,37,19,//yy2688.taobao.com,,,,,,,,,,,,,28,37
454,夏季薄款弹力小脚铅笔裤乞丐九分裤高腰显瘦黑色膝盖破洞牛仔裤女价格：139,时商界,37,37,28,//shop110741467.taobao.com,93,74,74,140,124,97,136,126,99,73,57,58,49,37
455,秋季新品松紧腰牛仔大码小脚女修身显瘦胖mm高腰弹力韩版长裤价格：199,斯酷服饰,37,37,22,//shop144773796.taobao.com,,,,,,,,,,,,,366,37
456,太平鸟女装2017夏装新款网纱绣花拼接牛仔裤毛边牛仔长裤铅笔裤女价格：499,太平鸟官方旗舰店,37,37,36,//pb89.tmall.com,,,,,,,,,,,,,,37
457,复古港味chic风修身显瘦高腰撕边紧身牛仔裤女烟灰色小脚铅笔裤子价格：38,港妹潮人馆,37,37,26,//bazhaoyi.taobao.com,,,,22,,25,33,23,25,,,35,50,37
458,瓦q牛仔裤女春夏季2017新款九分裤韩版高腰显瘦小脚裤秋装铅笔裤价格：199,瓦q旗舰店,37,37,20,//wati.tmall.com,,,,,,,,,,,34,35,38,37
459,执念秋冬新款高腰牛仔裤女小脚铅笔裤韩版排扣修身显瘦长裤学生潮价格：99,执念旗舰店,37,37,23,//zhinian.tmall.com,28,29,29,22,31,29,38,25,25,22,32,34,31,37
460,黑色膝盖破洞牛仔裤女2017夏秋韩版弹力紧身显瘦学生修身九分小脚价格：249,加勒比服装有限公司,36,36,124,//shop142888552.taobao.com,,,,,,,,,,,,,,36
461,逸阳女裤2017夏季新款白色破洞牛仔裤女九分裤宽松八分小脚裤薄款价格：169,逸阳蕴美专卖店,36,36,25,//eseyym.tmall.com,31,40,40,,36,29,,38,,28,,32,,36
462,【天天特价】秋季韩版显瘦糖果彩色铅笔裤弹力小脚休闲裤牛仔裤女价格：128,[雅蔓阁],36,37,31,//shop104404392.taobao.com,22,,,,34,24,28,36,39,35,56,35,31,36
463,秋季新款复古高腰膝盖破洞牛仔裤女九分裤紧身显瘦弹力小脚铅笔裤价格：228,西瓜家女装定制,36,65,44,//shop63234190.taobao.com,,,,,,,,,,,,,,36
464,杨幂同款裤子欧阳娜娜显瘦不规则开叉黑色高腰牛仔裤女九分小脚裤价格：148,南都之美,36,36,19,//nandouzhimei.taobao.com,,,,,28,,33,29,,,,,29,36
465,逸阳女裤2017新款时尚毛边七分牛仔裤女夏薄款修身显瘦弹力小直筒价格：169,esey逸阳名郎专卖店,36,36,28,//eseyml.tmall.com,25,20,20,15,35,31,36,29,38,17,32,36,29,36
466,显瘦秋装新款百搭高腰牛仔裤秋季小脚铅笔女裤子2017女士韩版长裤价格：198,柏诗雅旗舰店,36,40,60,//baishiya.tmall.com,,,,,,,,,,,,22,,36
467,牛仔裤女春夏季2017新款韩版高腰紧身秋季显瘦铅笔小脚薄款九分裤价格：108,芮丽娅旗舰店,36,36,23,//ruiliya.tmall.com,98,95,95,46,67,51,36,44,,,37,,,36
468,春夏薄款弹力紧身浅色牛仔裤女长裤韩国九分小脚铅笔裤修身牛子裤价格：85,沐妤衣舍,36,36,16,//shop116304064.taobao.com,27,27,27,31,21,32,39,32,37,36,39,51,38,36
469,春夏装新款浅色牛仔裤女士显瘦韩版小脚裤学生弹力修身中腰长裤子价格：198,牛仔girl女裤,36,36,30,//niuzaigirl.taobao.com,37,45,45,61,35,56,44,31,26,36,34,33,29,36
470,逸阳女裤2017新款夏牛仔裤女毛边小脚裤八分裤韩版铅笔裤2015价格：179,逸阳巨米专卖店,36,36,25,//eseyjm.tmall.com,,29,29,39,30,28,27,25,38,28,29,,32,36
471,2017夏季膝盖破洞牛仔裤女紧身弹力显瘦小脚学生九分乞丐铅笔裤潮价格：88,东门女装衣柜,36,36,36,//shop125537505.taobao.com,42,28,28,,37,35,31,29,30,,,34,,36
472,聚ONLY夏装新品褶皱装饰口袋低腰修身小脚牛仔裤女|116332512价格：399,ONLY官方旗舰店,36,36,33,//only.tmall.com,,,,27,16,10,,,,,,,,36
473,七分裤女夏季牛仔裤显瘦铅笔裤7分薄款高腰松紧腰大码五分裤中裤价格：139,贝莎莱旗舰店,36,36,26,//beishalai.tmall.com,30,20,20,27,22,25,18,17,21,25,22,29,30,36
474,2017夏装新款韩版高腰显瘦翻边弹力小脚九分牛仔裤女薄款中裤B83价格：65.9,百分着衣,36,36,13,//shop69667879.taobao.com,35,25,25,35,35,,32,33,36,50,42,33,38,36
475,2017新款春季牛仔裤女秋款小脚裤春秋长裤潮弹力紧身百搭女士裤子价格：188,造上服饰旗舰店,36,36,23,//zaoshang.tmall.com,,19,19,21,22,19,22,24,,,30,,23,36
476,Vero Moda2017夏季新品水洗系扣高腰七分小脚牛仔裤|31726I515价格：479,veromoda官方旗舰店,36,36,29,//veromoda.tmall.com,,9,9,,,,30,16,15,,,,,36
477,聚ONLY早秋含棉修身磨破做旧小脚牛仔裤女|116332520价格：399,ONLY官方旗舰店,36,36,26,//only.tmall.com,,,,,,,,,,,,,,36
478,2017夏季韩版破洞高腰修身九分牛仔裤女学生显瘦弹力小脚铅笔长裤价格：89,GMCJ 国民潮姐,35,35,33,//shop107728152.taobao.com,32,78,78,62,62,92,75,70,73,48,32,31,30,35
479,破洞牛仔裤女春季2017新款夏装裤子韩版显瘦小脚裤学生高腰九分裤价格：119,右风左岸旗舰店,35,35,18,//youfengzuoan.tmall.com,32,,,,28,26,,,30,,36,,,35
480,牛仔裤女夏季2017新款渔网破洞显瘦乞丐裤翻边休闲九分小脚铅笔裤价格：38.8,可人时尚服饰低价优质,35,36,22,//88208.taobao.com,,,,,,,,29,,35,35,36,32,35
481,韩都衣舍2017韩版女装夏装新款弹力修身小脚毛边牛仔裤OU6847蚣鄹瘢258,韩都衣舍旗舰店,35,35,14,//handuyishe.tmall.com,44,21,21,52,31,24,29,44,,174,138,155,71,35
482,牛仔裤女九分裤夏2017新款韩版高腰显瘦黑色破洞小脚裤学生秋装潮价格：128,蕾媛旗舰店,35,35,28,//leiyuannz.tmall.com,,,,,,,,,,,,,35,35
483,春夏季韩版膝盖破洞黑色修身牛仔裤女小脚铅笔乞丐裤九分裤子价格：256,艾斯马服饰旗舰店,35,35,45,//isimar.tmall.com,,,,,,,,,,,,,85,35
484,逸阳女裤2017新款夏七分牛仔裤女宽松短裤7分小脚马裤中裤子薄款价格：159,逸阳颜冉专卖店,35,35,32,//eseyyr.tmall.com,23,24,24,45,21,22,14,17,20,9,9,17,14,35
485,逸阳女裤2017夏新款高腰牛仔裤女小脚裤大码薄弹力韩版铅笔九分裤价格：159,逸阳雅尔达专卖店,35,36,23,//yiyangyed.tmall.com,32,32,32,33,25,30,21,,,25,33,36,34,35
486,高腰牛仔裤女九分裤小脚春夏季2017新款弹力破洞显瘦韩版铅笔裤子价格：108,蓉媛旗舰店,35,35,26,//rongyuan.tmall.com,,27,27,31,35,,26,,,,,,,35
487,2017新款秋季韩版高腰牛仔裤女九分裤紧身显瘦学生弹力小脚铅笔裤价格：168,伊卡儿牛仔馆,35,36,19,//shop136912963.taobao.com,26,36,36,,42,,36,49,52,,,,40,35
488,2017年秋款韩版高腰九分牛仔裤女小脚弹力显瘦铅笔裤卷边学生长裤价格：168,韩刻旗舰店,35,35,33,//hankefs.tmall.com,,,,,,,,,,,,,,35
489,松紧腰带牛仔裤女七分裤高腰显瘦春夏季胖mm大码小脚中裤薄款长裤价格：369,AF时尚屋,35,38,42,//afssw.taobao.com,24,,,26,24,,24,,,25,21,27,26,35
490,夏季薄款bf风韩版修身小脚牛仔裤女高腰显瘦九分裤铅笔裤长裤子秋价格：120,小小鹿晗迷,35,35,28,//shop406972329.taobao.com,,,,,,21,23,42,46,29,28,31,33,35
491,阔色2017秋装新款韩版女装chic紧身显瘦黑色小脚裤长裤牛仔裤预售价格：197,kuose阔色旗舰店,34,34,12,//kuose.tmall.com,31,,,25,20,22,30,,,243,123,94,36,34
492,牛仔裤女秋季2017新款高腰长裤紧身韩版显瘦小脚裤铅笔裤女裤裤子价格：109,芮丽娅旗舰店,34,34,23,//ruiliya.tmall.com,,,,,,19,24,28,29,39,37,25,44,34
493,2017秋季新款牛仔裤女士修身显瘦小脚裤韩版弹力铅笔裤女长裤子潮价格：149,西孚旗舰店,34,34,35,//xifufs.tmall.com,34,34,34,31,30,28,31,31,54,,21,27,23,34
494,伊芙丽2017春夏季新款直筒铅笔裤毛边牛仔裤女九分裤显瘦裤子女夏价格：399,伊芙丽官方旗舰,34,34,32,//eifini.tmall.com,30,18,18,,23,21,,,,,,,,34
495,韩版膝盖破洞长裤高腰弹力毛边牛仔裤女秋学生灰色修身常规铅笔裤价格：99,骞骞韩流风尚,34,35,26,//shop108794512.taobao.com,30,44,44,29,35,27,49,36,24,28,,28,,34
496,牛仔裤女春夏季九分裤2017新款韩版裤子显瘦秋装小脚裤长裤铅笔裤价格：80,册子小姐动漫制定,34,34,55,//shop156228261.taobao.com,,,,,,,,,,,,,30,34
497,秋装女装韩版弹力高腰破洞修身牛仔裤百搭铅笔裤九分裤休闲小脚裤价格：37.98,可可里小姐,34,34,24,//misskkl.taobao.com,29,33,33,48,37,36,29,40,42,33,29,27,,34
498,万年基础款 柔软舒服高弹胖mm 高腰女大码牛仔色九分小脚裤显瘦价格：99,小耳美衣,34,34,28,//sedney98989898.taobao.com,,,,,,,,,,,,,,34
499,春夏韩版黑色高腰牛仔裤女九分裤高弹力9分烟灰色小脚铅笔裤女潮价格：128,cherry私人订制服饰,34,34,26,//shop508352742.taobao.com,,,,,,,35,,,,,,,34
500,2017春夏季新款白色破洞牛仔裤女九分裤小脚裤宽松乞丐哈伦裤子潮价格：176,艾妃尼思服饰旗舰店,34,35,20,//aifeinisi.tmall.com,36,33,33,35,35,41,45,45,42,32,29,33,35,34