排名,搜索词,搜索增长幅度,搜索人气,点击率,点击人气,支付转化率,直通车参考价,日期：20170728,日期：20170729,日期：20170730,日期：20170731,日期：20170801,日期：20170802,日期：20170803
251,牛仔扩腿裤女,1.3333,147,1.0889,80,0,0,,,,,,,80
252,小番茄短裤,1.3333,147,2.5,100,0,0,,,,,,,100
253,牛仔裤女夏2017新款 韩版 修身 百搭,1.3333,147,0.3913,35,0,0,,,,,,,35
254,浅蓝色毛边牛仔短裤女,1.3333,147,1.6204,100,0,0,,,,,,,100
255,韩版裤子女 学生,1.3333,147,2.1515,58,0,0.27,,,,,,,58
256,不规则毛边直筒牛仔裤女九分裤宽松阔腿,1.3333,352,0.7167,300,0,0,,,,,,,300
257,布衣天使女 学生,1.3333,147,3.2,80,0,0,,,,,,,80
258,短裤女夏 牛仔裤 高腰 前短后长,1.3333,258,1.4286,119,0,0,,,,,,,119
259,宽松牛仔裤夏女,1.3333,205,2.162,164,0.0625,0.52,,181,,,90,,164
260,渐变色牛仔裤女春夏季2017新款,1.3333,147,0.6122,90,0.125,0,,,,,,,90
261,牛仔高腰阔腿裤女学生韩版宽松,1.3333,147,0.3871,58,0,0.16,,,,,,,58
262,牛仔九分裤女高腰,1.3333,147,3.1857,119,0.1818,0.91,,,,119,,,119
263,春夏牛仔裤女高腰阔腿裤卷边直筒宽松韩国学生休闲bf风翻边九分裤,1.3333,147,0.5584,110,0,0,,,,,,,110
264,黑色牛仔裤女小脚铅笔裤,1.3333,147,1.566,90,0.125,0.73,,,,,,,90
265,深色牛仔阔腿裤女九分 复古,1.3333,147,0.9167,80,0.1429,0,,110,,,,,80
266,牛仔短裤 五分裤女 薄款 休闲,1.3333,147,0.3077,47,0,0,,,,,,,47
267,背带裤女夏2017新款 韩左韩右,1.3333,205,0.7358,69,0,0,,,,,,,69
268,短裤女夏2017新款潮 热裤,1.3333,147,1.7083,129,0.25,0,,,,110,,,129
269,松紧牛仔短裤女夏2017新款宽松,1.3333,147,0.7959,69,0,0,,,,,,,69
270,蓝裤坊2017新款女牛仔,1.3333,147,0.8571,47,0,0,,,,,,,47
271,破同牛仔裤 女 破洞,1.3333,147,0.9474,69,0,0,,,,,,,69
272,裤子女夏破洞 薄款,1.3333,147,0.5714,35,0,0.33,,,,,,,35
273,背带裤夏女 2017新款 韩版学生 九分裤,1.3333,205,0.6774,164,0,0,,,,,,,164
274,夏季破洞牛仔裤女紧身学生弹力,1.3333,147,0.5111,58,0,0,,,,,,,58
275,浅色牛仔破洞裤女,1.3333,205,1.036,129,0,0.55,,,,,,,129
276,牛仔裤女 哈伦,1.3333,147,1.7468,100,0,1.04,,,,,,,100
277,大码牛仔裤短裤女,1.3333,205,2.0118,172,0.1176,0.94,,,,,,,172
278,牛仔九分裤破洞女,1.3333,147,1.2381,100,0,0.76,155,,,,,,100
279,迪丽热巴同款破洞裤,1.3333,147,0.7885,110,0,0,,,,,,,110
280,牛仔裤女显腿长,1.3333,147,3.0789,69,0,0,,,,,,,69
281,黑色微喇叭牛仔裤,1.3333,147,1.7848,100,0.1111,1.05,,,,,,,100
282,2017裤子新款女 韩版百搭 破洞,1.3333,147,1.2174,100,0,0,,,,,,,100
283,复古牛子裤女,1.3333,147,0.9672,90,0.125,0,,,,,,,90
284,牛仔短裤女大码胖mm 宽松高腰,1.3333,147,1.686,90,0.125,0.36,,,,,110,,90
285,牛仔裤女宽松韩版学生,1.3333,147,0.378,110,0,0.41,,,,,,,110
286,高腰短裤女夏a字裤牛仔,1.3333,396,2.624,258,0.1071,0.43,,,,,,,258
287,美人鱼裤子女款 微喇,1.3333,147,0.6667,58,0,0,,,,,,,58
288,浅牛仔短裤女,1.3333,147,1.803,100,0.1111,0,,,,,,,100
289,裤子女宽松牛仔裤,1.3333,147,0.6452,69,0,0.7,,,,,,,69
290,9分直筒牛仔裤女,1.3333,147,2.1739,119,0.0909,1.15,,,,,,,119
291,背带裤女宽松 长裤,1.3333,147,0.9474,110,0,0.41,,,,,,,110
292,e裤吧,1.3333,147,6.5714,129,0,0,,,,,,,129
293,漏屁股短裤,1.32,449,1.1689,279,0,0,,,,,,,279
294,弹力破洞牛仔裤女 九分裤,1.3077,272,1.3947,228,0.0417,0.77,,,,,,,228
295,喇叭裤女牛仔2017新款 韩版高腰,1.3077,272,1.6804,147,0,0.31,,,,,,,147
296,女士夏季破洞牛仔裤九分 休闲,1.3,220,1.0222,119,0,0,,,,,100,,119
297,学生牛仔短裤 高腰,1.3,220,1.45,147,0.1429,1.02,,,,,,,147
298,牛仔裤 修身小脚 女士 紧身铅笔,1.3,220,0.6711,147,0.0714,0,,,,,,,147
299,牛仔阔腿裤女开衩,1.3,220,1.2885,147,0,0,147,,,,,,147
300,左一牛仔裤,1.3,220,1.4722,189,0,0,,,,,,,189
301,1jh2064270,1.3,220,0.9247,164,0.125,0,,,,,,,164
302,牛仔裤女夏2017新款 韩版薄款,1.3,220,2.0952,90,0.25,0.94,,,,,,,90
303,宽松牛仔裤女学生 高腰,1.3,220,0.7843,100,0.1111,0.54,,,,,,,100
304,宽松牛仔裤女 休闲,1.3,220,1.6531,110,0,0.82,,,,,,,110
305,女破洞裤子新款2017潮 百搭宽松,1.3,220,1.33,147,0,0,,,,,,,147
306,牛仔短裤蕾丝边,1.3,220,0.6322,147,0,0.22,,,,,,,147
307,女 牛仔裤浅色,1.2941,333,1.1042,286,0.0312,0.81,,,,,,,286
308,cachecache阔腿裤牛仔,1.2857,164,0.5652,100,0,0,,,,,,,100
309,条纹牛仔背带裤,1.2857,164,2.4268,110,0.1,0.05,,,,,,,110
310,牛仔7分裤女夏2017新款 韩版宽松,1.2857,164,0.7875,119,0.0909,0.14,,,,,,,119
311,女生秋季长裤潮新款百搭,1.2857,164,0.8718,90,0,0,,,,,,,90
312,牛仔裤宽松显瘦女,1.2857,164,2.3077,119,0,0.6,,,,,,,119
313,短裤女chic,1.2857,286,2.7784,213,0,0.55,,,,,,,213
314,短裤女夏2017新款气质高腰韩版宽松显瘦学生白色破洞热裤,1.2857,164,1.2222,155,0.8,0,,,,,,,155
315,牛仔裤黑色宽松女,1.2857,164,1.8158,129,0.0833,0.66,,,,,,,129
316,九分裤牛仔女夏,1.2857,164,2.1,119,0,0.93,,,,,,,119
317,牛仔裤女直筒裤长裤,1.2857,286,1.2316,155,0,0.67,,,,,,,155
318,弹力牛仔阔腿裤,1.2857,164,1.3239,100,0.1111,0.59,,,,,,,100
319,七分裤女夏2017新款 牛仔 破洞,1.2857,164,1.0808,138,0.1538,0.54,,,,,,,138
320,韩版九分牛仔女裤,1.2857,164,2.375,181,0,0,,,,,,,181
321,提臀牛仔裤女2016提臀 性感,1.2857,164,0.86,90,0,0,,,,,,,90
322,牛仔长裤显瘦,1.2857,164,1.1455,90,0,0.58,,,,,,,90
323,高腰牛仔裤女 长裤 收腹 破洞,1.2857,164,0.3784,69,0,0,,,,,,,69
324,牛仔阔腿裤秋冬,1.2857,164,0.94,100,0,0.28,,,,,,,100
325,艾莲奴旗舰店,1.2857,164,2.7273,129,0.1667,2,,,,,,,129
326,破洞裤子女 高腰,1.2857,164,0.6102,100,0,0.35,,,,,,,100
327,时尚牛仔背带裤,1.2857,164,1.1273,119,0,0.53,,,,,,,119
328,a2hb72901,1.2857,164,0.4146,80,0,0,,,,,,,80
329,五分牛子裤女,1.2857,164,0.7778,69,0,0,,,,,,,69
330,七分裤女夏牛仔宽松,1.2857,164,0.6923,110,0.2,0.76,,,,,,,110
331,喇叭裤流苏女夏2017新款 韩版,1.2727,236,1.5,205,0,1.34,,,,,,,205
332,乞丐裤女 破洞 宽松 潮人,1.2727,236,0.2,80,0,0,,,,,,,80
333,高腰牛仔短裤女夏薄款弹力修身,1.2727,236,1.3269,129,0.0833,0,,,,,,,129
334,明星同款破洞裤女,1.2727,236,1.7179,147,0.0714,0,,,,,,,147
335,牛仔短裤女夏2017新款高腰韩版宽松显瘦学生白色破洞热裤,1.2727,236,0.7628,155,0.3333,0,,,,,,,155
336,女士九分裤春季新款 显瘦2017,1.25,313,0.9111,181,0.0556,0,,,,,,,181
337,背带短裤女夏2017新款 韩版破洞,1.25,250,0.7869,129,0,0,,,,,,,129
338,牛仔 阔腿裤 女 宽松 薄款,1.25,181,2.3664,110,0,0,,,,,,,110
339,欧货牛仔裤女2017新款 破洞 宽松,1.25,250,1.1667,147,0.0714,0,,,,,,,147
340,紧身背带裤女 显瘦 韩版 学生,1.25,313,0.8438,189,0.0526,0,,,,,,,189
341,2017新款韩版女式九分微喇叭阔腿显瘦牛仔裤女士黑色弹力流苏裤子,1.25,181,2.5833,138,0,0,,,,,,,138
342,美特斯邦威女牛仔裤,1.25,250,1.6221,205,0.0476,0.29,,,,,,,205
343,牛仔短裤女夏2017新款时尚 薄款,1.25,181,1.8571,90,0.25,0,,,,,,,90
344,tttj72654a,1.25,181,0.4681,80,0,0,,,,,,,80
345,韩都衣舍旗舰店牛仔裤,1.25,181,1.3667,129,0,0.3,,,,,,,129
346,易烊千玺同款裤子膝盖破洞女男,1.25,181,0.4,110,0,0,,,,,,,110
347,牛仔背带裤女夏宽松韩版学生,1.25,181,0.9273,69,0,0,,,,,,,69
348,代购2017新款磨破洞阔腿高腰牛仔短裤女,1.25,371,1.7087,339,0.1,0,,,181,,,,339
349,代购宽松牛仔裤哈伦裤直筒裤,1.25,371,0.9292,300,0.1471,0,,,,,,,300
350,短款牛仔裤女,1.25,181,1.2,164,0.0625,0.75,,,,,,,164
351,牛仔短裤女夏2017新款 韩版批发,1.25,181,1.1468,147,0.0714,0,,,,,,,147
352,ulzzang裤子女破洞,1.25,181,0.7895,100,0,0.29,,,,,,,100
353,牛仔裤女 长裤 小脚裤 铅笔,1.25,181,1.058,147,0,0.62,119,,,,,,147
354,牛仔浅色阔腿裤,1.25,181,0.9455,129,0,0.71,,,,,,,129
355,女士牛仔短裤女夏 高腰 宽松7分,1.25,181,0.4324,80,0,0,,,,,,,80
356,牛子裤女秋,1.25,250,0.859,155,0,0,,,119,,,,155
357,牛仔 五分裤 女,1.25,181,2.1279,147,0.0714,1.01,,,,,,,147
358,牛仔裤不破洞,1.25,181,0.587,80,0,0,,,,,,,80
359,绣花背带牛仔裤,1.25,181,1.5078,138,0.1538,0.2,,,,,,,138
360,高腰牛仔裤小脚,1.25,250,1.5,189,0,0.54,,,,,,,189
361,牛仔裤女 宽松 休闲,1.25,181,0.4118,58,0,0.82,,,,,,,58
362,棒球小子牛仔裤女,1.25,181,1.8769,138,0,0,,,,,,,138
363,黑色中腰破洞牛仔短裤女,1.25,371,1.1897,300,0,0,,,,,,,300
364,牛仔裤微喇叭2017新款女 九分裤,1.25,181,1.5488,119,0.0909,0,,,,,,,119
365,大码牛仔背带裤女宽松胖mm哈伦,1.25,250,1.1127,189,0,0,,,,,,,189
366,九分牛仔裤女 中腰,1.25,181,0.7231,100,0.1111,1.07,,,,,,,100
367,烂牛仔裤女破洞潮显瘦高腰哈伦裤,1.25,181,1.4576,181,0.9444,0,,,,,,,181
368,jucy judy 牛仔裤,1.25,181,1.2405,119,0.1818,0,,,,,,,119
369,黑色弹力牛仔裤,1.2381,383,0.7477,236,0,0.82,,,,,,,236
370,秋裤牛仔裤女 2017新款 百搭,1.2308,265,0.3875,90,0,0,,,,,147,,90
371,减龄背带裤夏女 2017新款 韩版,1.2273,396,2.5638,272,0,0.53,,,,,,,272
372,毛边黑色牛仔短裤,1.2222,197,1.3802,147,0.0714,0.55,,,,,,,147
373,黑色 牛仔短裤,1.2222,197,3.2048,164,0.25,0.91,,,,,,,164
374,牛仔九分裤女夏宽松,1.2222,197,1.9667,164,0,0.64,80,,,,,,164
375,牛仔短裤 2尺6,1.2222,197,3.6,220,0,0,,,,,,,220
376,深蓝色小脚牛仔裤女,1.2222,197,1.6237,147,0,0.69,,,,,,,147
377,高腰短裤前短后长,1.2222,197,2.6127,189,0.0526,0,,,,,,,189
378,ulzzang裤女 高腰,1.2222,197,0.9024,69,0,0,,58,,,47,,69
379,牛仔裤女超薄,1.2222,197,1.6374,110,0,1.17,,,,,100,,110
380,背带短裤 宽松版,1.2222,197,0.6596,129,0,0.23,,,,110,,,129
381,牛仔阔腿裤女夏九分 薄款,1.2222,197,1.9274,138,0,0,,,213,,,,138
382,裤子女bf风 ulzzang,1.2143,279,1.5071,236,0.08,0,,,,,,,236
383,白色女短裤新款2017韩版百搭,1.2,213,1.1607,172,0.0588,0,,,,,,,172
384,黑色短裤女2017新款 毛边很时髦,1.2,213,0.8372,100,0.1111,0,,,,,,,100
385,膝盖短裤女夏2017新款 韩版,1.2,213,0.7105,100,0,0,,,,,,,100
386,高腰牛仔裤女秋2017新款 韩版,1.2,213,1.2262,119,0.0909,0,,,,,,,119
387,粉红豹牛仔背带裤,1.2,213,1.119,197,0,0,,,,,,,197
388,关晓彤同款牛仔裤,1.2,213,1.1618,155,0.0667,0,,,,,,,155
389,牛仔短裤女夏松紧,1.2,213,1.0533,138,0,0.72,,,,,,,138
390,短裤女夏2017新款 显瘦 18-24周岁,1.2,213,0.5156,147,0,0,,,,100,,,147
391,2017新款超短裤女夏 韩版 百搭潮,1.2,213,1.339,119,0,0,,,,,,,119
392,ulzzang喇叭裤 七分裤/九分裤,1.2,213,0.7297,69,0,0,,,,,,,69
393,韩版超短裤女夏 百搭 高腰,1.2,213,1.5,138,0,0,,,,,,,138
394,韩国牛仔裤女ulzzang宽松 直筒,1.1875,306,1.4924,138,0,0.08,,,,,,,138
395,纯儿牛仔裤女 2017新款,1.1818,228,0.72,90,0,0,,,,147,,,90
396,品牌牛仔短裤女,1.1818,228,0.9683,155,0.0667,1.68,,,,,,,155
397,秋装女裤子2017学生 韩版新款,1.1818,228,1.6036,155,0.0667,0,,,,,,,155
398,夏季小脚铅笔长裤,1.1818,228,2.3548,220,0,0,,,,,,,220
399,牛仔裤宽松女韩版学生 bf 百搭 个性,1.1818,228,0.2667,47,0,0,,,,,,,47
400,牛仔短裤原宿,1.1818,228,1.4756,181,0.0556,0.3,,,,,,,181
401,牛仔裤女韩版学生,1.1818,389,1.6195,272,0.0667,0.36,,,,,,,272
402,翻边牛仔背带短裤,1.1818,228,1.44,189,0.0526,0,,,,,,,189
403,排扣牛仔短裤女夏2017新款显瘦,1.1818,228,1.0476,129,0.0833,0,,,189,,,,129
404,破腿裤女2017新款 破洞,1.1765,320,1.1349,147,0,0,,,,,,,147
405,牛仔裤女春夏季2017新款 潮小脚,1.1739,402,1.1285,265,0.0345,0.29,,,,,,,265
406,牛仔裤女夏中腰,1.1667,138,1.3294,100,0.2222,0,,,,,,,100
407,背带牛仔裤女 九分裤 宽松 阔腿,1.1667,138,2.3125,58,0,0,,,,,,,58
408,牛仔背带裤女大码,1.1667,138,1.1905,100,0.1111,0.57,,,,,,,100
409,拼接牛仔短裤女夏2017新款 撞色,1.1667,138,0.7941,100,0,0,,,,,,,100
410,牛仔裤女春秋季2017新款 九分裤,1.1667,138,0.9067,100,0,0,,,,,,,100
411,破洞牛仔裤黑色女 九分裤,1.1667,138,3.0597,110,0,1.18,110,,,,,,110
412,牛仔七分裤女夏2017新款 弹力,1.1667,138,1.5128,69,0,0,,,,,,,69
413,关晓彤同款裤子女牛仔 破洞,1.1667,138,0.7805,119,0,0,,,,,,,119
414,背带装饰 女可拆卸,1.1667,138,0.4583,58,0,0,,,,,,,58
415,纯棉牛仔裤女夏,1.1667,138,0.7451,58,0,0.67,,,,,,,58
416,女装高腰牛仔裤,1.1667,138,0.8824,90,0,0.78,,,,,,,90
417,短裤个性女夏2017新款,1.1667,138,1.661,69,0,0,,,,,,,69
418,女中学生背带裤2017新款 韩版,1.1667,138,1.0435,110,0,0,,,,,,,110
419,背带裤女秋款2017新款,1.1667,138,1.549,100,0,0,,,,,,,100
420,大码破洞牛仔裤女胖mm2017新款 bf,1.1667,138,1.8333,80,0.1429,0,,,,,,,80
421,高腰牛仔裤女 破洞,1.1667,138,1.7727,119,0,0.63,,,,,,,119
422,牛仔裤女 宽松 九分,1.1667,138,0.9643,80,0,0.94,,,,,,,80
423,林小崽66,1.1667,138,3.6279,138,0,0,,,,,,,138
424,puella牛仔短裤,1.1667,138,0.875,58,0,0,,,,,,,58
425,女短裤 牛仔裤 高腰,1.1667,138,1.8667,100,0.1111,0.55,,,,,,,100
426,高腰大喇叭牛仔裤女,1.1667,138,1.5221,100,0,1.57,,,,,,,100
427,牛仔裤女破洞 韩版 宽松学生 bf,1.1667,138,0.6667,58,0,0.41,,,,,,,58
428,欧洲站女装2017新款欧货潮牌,1.1667,138,0.6571,58,0,0,,,,,,,58
429,杨幂 牛仔短裤,1.1667,138,1.3968,100,0.1111,0,,,,,,,100
430,2017春季新款背带牛仔裤女黑色,1.1667,243,1.4966,189,0.0526,0,,,,,,,189
431,毛边牛仔短裤女夏宽松韩版高腰,1.1667,138,0.7674,58,0.2,0.49,138,,,,,,58
432,gann115c51,1.1667,138,0.3,10,0,0,,,,,,,10
433,牛仔裤宽松大码女,1.1667,138,2.3375,119,0,0.98,,,,,,,119
434,软妹阔腿裤女学生韩版宽松 bf,1.1667,138,1.2286,69,0,0,,,,,,,69
435,2017夏季新款韩版复古毛边牛仔裤女装高腰九分裤宽松显瘦阔腿裤潮,1.1667,138,1.0811,119,0.0909,0,,,,,,,119
436,背带裤女生韩版潮2017 显瘦学生,1.1667,138,1.1867,90,0.125,0,,,,,,,90
437,短裤女夏流苏,1.1667,138,1.3429,90,0,0.27,,,,,,,90
438,东门女装衣柜,1.1667,138,4.18,119,0.2727,0,,,,,,,119
439,黑色破洞牛仔裤女 九分,1.1667,138,2.8909,80,0,0.66,,,,,,,80
440,长裤秋季女韩版宽松 显瘦,1.1667,138,0.7059,69,0,0,,,,,,,69
441,ulzzang女牛仔裤,1.1667,138,1.9524,110,0,0.23,,,,,,,110
442,夏季学生女,1.1667,138,0.7,47,0,0.38,,,,,,,47
443,九分浅色牛仔裤女,1.1667,243,1.0317,197,0.05,0.66,,,,,,,197
444,黑色牛仔短裤破洞,1.1667,138,1.9655,90,0.125,1.25,,110,,,,,90
445,牛仔短裤女夏2017新款 韩版软妹,1.1667,138,0.4722,69,0,0,,,,,,,69
446,浅蓝色小脚裤女,1.1667,138,1.2564,119,0.0909,0,,,,,,,119
447,牛仔裤 哈伦 女,1.1667,138,1.6324,119,0,1.04,,,,,,,119
448,蕾丝牛仔裤女 2017春季新款破洞,1.1667,138,0.9574,47,0,0,,,,,,,47
449,牛仔长裤 破洞 女,1.1667,138,1.0735,100,0.1111,0.83,,,,,,,100
450,灰牛仔短裤,1.1667,138,1.9143,80,0.1429,0.31,,,,,,,80
451,阔腿裤女学生韩版宽松 百搭秋,1.1667,138,0.8214,100,0,0,,,,,,,100
452,牛仔裤短女学生韩版宽松 百搭,1.1667,138,0.4516,58,0,0,,,,,,,58
453,休闲套装短裤女夏 宽松,1.1667,138,0.4754,90,0,0.47,,,,,,,90
454,破洞牛仔裤女 九分裤 修身显瘦,1.1667,138,1.3167,100,0,0.82,,,,,,,100
455,裤子2017新款女 韩版 百搭宽松 牛仔 气质淑女,1.1667,138,0.15,23,0,0,,,,,,,23
456,only官方旗舰店短裤,1.1667,138,1.2449,90,0,0,,,,,,,90
457,遇尚女装,1.1667,138,0.6,58,0,0,,,,,,,58
458,女牛仔裤 长裤 九分裤 宽松,1.1667,138,0.7619,47,0,0.35,,110,,,,,47
459,浅蓝色长裤女,1.1667,138,1.5424,58,0.2,0,,,,,,,58
460,牛仔短裤女学生韩版宽松 百搭,1.1667,138,0.973,90,0,0,,,,,,,90
461,女士裤子牛仔新款2017 百搭 显瘦,1.1667,138,2.7778,69,0,0,,,,,,,69
462,牛仔短裤女松紧腰 高腰,1.1667,138,1.4528,100,0,0.89,,,,,,,100
463,牛仔裤长女夏2017新款 韩版宽松,1.1667,138,0.5185,58,0,0,,,,,,,58
464,裤子女夏牛仔 九分裤 百搭,1.1667,138,2.3571,69,0.1667,0.73,,,,,,,69
465,牛仔裤女 九分裤 卷边,1.1667,138,0.75,90,0,0.62,,,,,,,90
466,中牛仔裤女夏 五分,1.1667,138,1.7831,69,0.1667,0,,,,,,,69
467,牛仔裤女夏 九分裤宽松 学生,1.1667,138,0.8,100,0,0.42,,,,,,,100
468,女孩 牛仔裤 小学生,1.1667,138,0.56,35,0,0,,,,,,,35
469,牛仔连体裤女长袖 春秋,1.1667,138,2.42,119,0.0909,0,,,,,,,119
470,短裤白色女夏2017新款 高腰个性,1.1667,138,0.5714,80,0.1429,0,,,,,,,80
471,牛仔裤女港味,1.1667,138,1.0833,119,0,0.21,,,,,,,119
472,短裤女夏 牛仔裤 中腰 薄款,1.1667,138,0.8049,90,0,0,47,,,,,,90
473,中腰牛仔短裤女夏2017新款,1.1667,138,0.8462,80,0.1429,0,,,,,,,80
474,阔腿裤流苏边 九分裤,1.1667,243,0.5435,69,0,0,,,,,,,69
475,牛仔阔腿裤女夏2017新款 韩版 毛边,1.1667,138,0.6571,90,0,0,,,,,,,90
476,弹力高腰牛仔短裤,1.1667,138,1.6607,100,0.1111,0.94,,,,,,,100
477,高腰阔腿裤女牛仔七分,1.1667,138,1.0538,110,0.1,0.73,,,,,,,110
478,牛仔a字阔腿裤九分 高腰,1.1667,138,0.5263,35,0,0,,,,,,,35
479,大码毛边牛仔裤,1.1667,138,1.0806,100,0,0.63,,,,,,,100
480,白色短裤高腰女夏2017新款 显瘦,1.1538,258,2.0085,172,0.1176,0.7,,,,,,,172
481,原宿风高腰牛仔裤女九分裤夏bf,1.1538,258,0.5385,155,0,0,,,,,,,155
482,chic破洞裤 不规则,1.1538,258,1.3448,110,0.1,0,,,,,90,,110
483,喇叭女阔腿裤侧条纹牛仔裤,1.1493,862,1.9637,862,0.0417,0,,,,,,,862
484,短裤女夏2017新款热裤,1.1429,155,1.9342,110,0.2,0.45,,,,,,,110
485,牛仔九分裤女 显瘦,1.1429,155,1.4444,90,0,0.67,,,,,,,90
486,背带 短裤 女,1.1429,272,1.6376,197,0,0.61,,,,,,,197
487,女学生韩版牛仔裤,1.1429,155,0.8043,90,0,0.36,,,,,,,90
488,2017新款贴布 直筒磨破贴新工艺牛仔裤,1.1429,371,2.5778,352,0,0,,,,,,172,352
489,lagogo牛仔短裤,1.1429,155,0.5,80,0.1429,0,,,,,,,80
490,超短裤黑色女夏 显瘦 韩版 修身,1.1429,155,0.6296,90,0,0,,,,,,,90
491,牛仔短裤女四分裤,1.1429,155,2.0769,110,0.1,0.41,,,,,,,110
492,弹力裤子女修身学生铅笔裤黑色,1.1429,155,1.8194,110,0.1,0,,,,,,,110
493,超短裤 女 高腰 宽松 韩版 卷边,1.1429,155,0.9574,110,0.1,0,,,,110,,,110
494,阔腿牛仔破洞,1.1429,155,1.0484,110,0.1,0.17,,,,,,,110
495,牛仔裤女 学生 韩版 学院风紧身,1.1429,155,0.9787,69,0,0,,,,,,,69
496,only官方旗舰店 牛仔短裤,1.1429,155,0.9286,110,0,0,,,,,,,110
497,九分牛仔阔腿裤女薄夏宽松bf原宿ulzzang直筒长裤子2017新款韩版,1.1429,155,0.6279,110,0.1,0,,,,,,,110
498,大码宽松短裤女胖mm2017新款200斤,1.1429,155,1.0706,100,0.2222,0,,,,,147,,100
499,牛仔裤女春夏季2017新款裤子韩版百搭高腰热裤毛边黑色牛仔短裤夏,1.1429,155,0.8434,100,0.6667,0,,,,,,,100
500,四排扣牛仔短裤女高腰 显瘦,1.1429,155,1,129,0.1667,0,,,,,,,129